Correct Words,Incorrect Words
provides,provide
modernise,modernised
outdated,out_dated
machines,machine
towards,to_ward
prospects,prospect
workers,worker
concerned,concern
superpowers,super_powers
diplomats,diplomat
States,State
whom,who
prudence,prudency
questions,question
categories,category
human,humane
compatible,compatiable
human,humans
does,do
think,thinks
weaponry,weaponeries
while,well
proceed,procede
uncompromising,compromising
third-world,third_world
way,ways
foreign,foriegn
order,other
exports,export
optimum,optium
overmechanization,over_mechanization
earners,eraner
utmost,atmost
importance,important
ours,our
prolong,prolonged
one's,one
utmost,uttermost
want,wanted
has,have
updated,up_dated
difficulty,difficulties
invite,invited
happen,happened
own,owned
thieves,theives
walk,walked
possess,possessed
someone,some_one
are,is
leave,leaves
they,it
above-mentioned,above_mentioned
seem,seems
there,the
starred,stared
films,flims
branched,branch
economics,economic
California,Californa
States,State
celebrated,celibrated
screen,screan
have,has
placed,place
decisions,decission
everyone's,everyones'
worldwide,world_wide
decisions,decessions
has,have
has,as
reduced,reduce
security,securety
plan,plans
whether,wheather
supports,suports
are,is
Nicaragua,Nequagra
our,ar
as,has
arise,arises
problems,problims
foreign,foregn
currency,corrency
develop,developed
their,there
markets,market
exports,export
enables,enable
manufactured,manufacture
encourages,encourage
exported,export
prevent,prevents
countries,country
now,know
much-needed,much_needed
sidestep,side_step
their,there
goals,golds
sure,shore
dreaming,dreamming
questions,question
know,now
meeting,meetting
at_last,atlast
think,thing
someone,somone
cameramen,camra_men
their,there
cameras,camras
smiling,smilling
wish,which
who,how
example,exampl
fifty,fifthy
dollars,dollar
either,eighter
place,places
business,buissnes
lost,lossed
someone,some_one
nowadays,now_a_days
can't,cant
everybody,ever_body
a_way,away
without,with_out
nearby,near_by
watch,which
interest,intrest
as,has
choose,chose
well-known,well_known
mankind,man_kind
racism,raceism
partiality,partiallity
magazines,magizines
always,all_ways
merely,meerly
apartheid,apartied
married,marriage
divide,divides
everyone,every_one
comfortably,comfortable
kinds,kind
demands,dimand
worthwhile,worht_while
priorities,priority
financially,financiall
one's,ones
buying,bying
everything,every_thing
without,with_out
worrying,worried
highlighted,hightlighted
poverty,poverity
unemployment,unembloyment
poverty-stricken,poverity_stricken
aid,aids
is,are
initiative,initative
on,and
rests,rest
its,it
foremost,formost
relations,rlation
songs,song
calypso,calyso
think,thinks
prejudice,predidice
is,are
prejudiced,predicise
exists,exist
sugar-cane,sugar_cane
bananas,banana
extracted,subtracted
exports,export
quantities,quatity
custom's,custom
gross_profit,grossprofit
ammunition,ammunitions
award,awards
chose,choose
well-built,well_built
humorous,humerous
businesslike,business_like
dedicated,dedicative
amde,make
interested,interest
tend,tends
appeared,appears
yourself,your-self
being,beeing
lifetime's,life_time
feel,feels
position,posistions
happening,happenning
queen's,queens'
financial,finincial
Jamaica,Jamaicia
it's,its'
comes,come
jobs,job
waste,wastage
clothes,clothe
is,are
interested,interesting
it's,its
prompts,pumps
being,been
throughout,throught
has,have
rumours,rumors
rumours,rumous
millionaire,millionair
hope,hopes
pharmaceutical,pharmaceutic
laboratories,labratories
are,is
negotiations,negotations
there,their
become,becomes
tourists,tourist
thousand,thousands
express,expressed
beneficial,beinfial
everyday,every_day
disastrous,disasterous
advise,advice
advice,advices
business,bussiness
buy,buying
go,goes
he,they
his,their
an,a
is,are
nevertheless,never_the_less
wintery,wintry
holiday,holidays
seen,seeing
longing,long
immediately,immediatly
ten-speed,ten_speed
luxurious,luxurios
up-to-date,up-to_date
consciously,consiously
bicycles,bicycle
exports,export
investors,invstor
income,imcome
are,is
they,it
provide,provides
favourite,favorite
comfortably,comfortable
safer,saver
taking,taken
day's,days
provides,provided
enjoyments,enjoyment
visits,visit
too,to
reluctant,reluctancy
exports,export
role,roll
goods,good
themselves,themself
families,family
uplifts,up_lift
living,liveing
products,product
payments,payment
beneficial,beneficiary
uplifting,upliftment
West_Indies,Westindies
there,the
improvement,improvment
its,it's
are,ar
practised,practiced
termed,term
dispensible,dispensable
indispensible,indispensable
everywhere,every_where
nightclubs,night-clubs
satellite,satallite
something,some_thing
always,alway
products,product
factory-processed,factory_processed
terms,term
infrastructural,infrustructural
accommodate,accomodate
markets,market
benefit,benifit
foreign,foriegn
a_lot,alot
did,does
spent,spend
us,we
difficulty,difficulties
it,she
as,a
bananas,banana
its',it's
corned_beef,corn-beef
New_Zealand,New-Zealand
instance,instant
they,the
guarantee,guarantee
is,are
greenery,greens
are,is
kind,kindly
visits,visit
chewing-gum,chewing-gums
quarrelling,quarelling
scenery,sceneries
towns,town
western-style,western_styled
are,is
writing,writting
brand,bland
antenna,antena
cannot,can_not
would_be,was
broadcasting,broad_casting
sincerely,sciencerly
aeroplane,airplan
crowded,crowd
travelling,traveling
stewardess,stwerdess
chattering,chatering
another,other
chattering,chartering
conscious,concious
irritating,irritational
slipped,slipt
radio-cassette,radio-casset
instructions,instruction
monster,monstre
twenties,twentie's
every_day,everyday
gallery,galerie
opened,opend
luggage,luggages
school_students,schoolstudents
love,loved
beneficial,benefitable
yourselves,yourself
is,are
is,are
button,bottun
everywhere,everywher
possible,possiple
enclose,enclosed
guarantee,garantee
peninsula,penunsula
to_relax,ralaxing
building,bullding
accept,accepted
practise,practice
is_located_in_the,locates
downtown,down_town
museum,musium
dish,dishes
disease,diseases
button,botton
tone,torn
buttons,bottons
enclose,enclosed
copy,coply
guarantee,gurantee
year's,year
yours,your
voyage,vonvoyage
excited,exciting
food,foods
suit,suits
reflection,refrection
dining-room,diningroom
last_night,lastnight
overpowering,over_put
led,let
listen,listened
instruction,inscription
had,was
curiosity,curiousty
good-bye,good_bye
was,is
guarantee,gurantee
musical,music
manipulating,manupulating
send,sent
button,bottun
favourite,favorite
programme,proglam
vain,vein
of,off
business,bussiness
spend,spent
?bald,bold
located,locating
hearts,harts
lawyers,lawers
force,forces
fear,fears
colour,clour
instructions,instruction
exchange,exchang
including,encluding
answered,answerd
aeroplane,airplane
steward,stuwerde
early,ealy
morning,moning
sit,set
important,importance
horizons,horizens
learn,lean
an,a
sleeper,sleeping
will,would
held,had
immediately,immidiately
?enclose,incruse
guarantee,garantee
a,an
European,Europian
aeroplane,airplane
sat,sit
clothes,cloths
interrupted,interrupt
instructions,instruction
which,where
Japanese,Japan
buttons,bottons
quite,qwite
marvellous,mervellous
fifties,fifty's
experience,experiences
plugged,pluged
pushed,put
button,bottan
sounded,sound
suggested,sugested
colour,color
produce,product
grateful,grated
de_luxe,delux
places,place
newspaper,news_paper
being,beeing
altogether,alltogether
dear,dir
cassette,cassete
shopkeeper,shopkeer
paid,paied
soon,soos
switched,swiched
someone,someone's
outside,out_side
most,mose
luggage,laggege
souvenirs,suvenir
decided,dicided
until,untill
began,bigan
marihuana,mariphana
terribly,terriblely
some_help,any_helping
themselves,theirselves
beard,bear
T-shirt,T_shit
unluckily,unluckly
annoyed,annoied
finished,finish
electric,electoric
motor,moter
a_reply,repling
particularly,particulary
middle,middele
behaviour,behaive
noisy,noisey
considered,considerd
decided,decieded
patient,paitient
again,agian
airport,air-port
say,says
?audio,audian
had,have
guarantee,garantee
enough,enought
can,could
will,would
countryside,country_side
staff,staffs
ticket,tiket
cabbies,cabies
customers,costomers
an,a
driver's,driver
seat,seats
depressed,deprressed
States,Sates
aeroplane,airplane
comfortably,comfortablly
language,languge
heart-ache,heartach
may,might
Rhine,Rhein
guaranteed,garanteed
guarantee,garantee
forties,fourties
greasy,greacy
were,are
dirty,durty
fuss,foss
pickpockets,pick-pockets
twenty_years_in_prison,twenty-years-prison
hysterical,histeric
criminals,crimers
shopkeeper,shop-keeper
occurred,occured
kept,keeps
knocked_me_down,gave_me_a_fall-down
very,pretty
volume,volumn
sat,sit
in_order,inorder
prove,proove
the,there
an,a
who've,who's
cultures,culture
friendship,friend_ship
exact,exactly
guarantee,garantee
yours,your
sincerely,sincerly
Portugal,Portogul
was,were
of,off
honour,honor
scenery,scenary
ducklings,duckrings
neglect,negrect
will,would
alcohol,alchol
were,is
had,have
were,are
programme,program
other,another
that,what
behaviour,behaver
severe,sever
favour,faver
staff,staffs
manufacturers,manufactures
was,is
once,onece
of_course,ofcourse
showing,shown
contact,contuct
Japan,Jappan
argument,arguing
arriving,arrived
inconvenient,inconvinence
recognise,recognised
looked,looks
supposed,suppossed
button,botton
believed,belived
suspicion,suspition
gentleman,gentle_man
writing,writting
April,Aprile
part,parts
explanation,explanaition
guarantee,garantee
seaside,sea_side
stars,star
aggressive,agressive
drunk,drank
button,bottun
perfect,parfect
friendly,frendly
wherever,whereever
beaches,beach
comfortable,confortable
experience,exprence
carefully,carefuly
say,says
speech,speach
lives,leaves
using,useing
these,those
promises,promise
its,it's
button,bottum
examine,examin
bottom,botom
hear,here
sincerely,sinceary
then,that
have,had
great,grate
instructions,instruction
pushed,push
radio,raidio
switch,swich
button,butten
following,as_followed
button,putten
couldn't,can't
'push',pouce_butten
of_course,ofcourse
guarantee,garantee
invite,inviting
are,were
were,are
towns,town
aeroplane,airplane
washroom,wash_room
passenger,passanger
voice,vice
tiring,tired
were,was
worshipped,worshiped
responsibility,responssibility
suit,suits
attache,atash
salesgirl,sales_girl
loud,big
was_trying,tried
souvenir,suvenior
food,foods
to_ask,asking
busy,busin
travelling,traveling
planned,planed
board,bord
pretended,pritended
tennis-courts,tennis_coats
soccer,succer
different,differant
many_things,manything
houses,house
?cattle,catles
stewardesses,stewardess
many,any
successful,successfull
second,secound
defective,diffective
goods,good
decided,deceided
guarantee,garantee
sister,sister's
exchange,exchange's
Japanese,Japanes
terms,tirm
were_staying,stay
Japanese_families,Japanese's_family
honour,honor
foreign,foriegn
surrounded,sorrownded
third-rate,third-class
course,cause
refugee,refuggee
inhuman,unhuman
stadiums,studiams
hold,held
games,game
appreciate,appriciate
soon,sooner
towards,toward
good-bye,good_bye
aeroplane,air_plane
used_to,use_to
deep,deepen
there,the
powder-mill,powder_mill
water-lily,water_lily
eye-catching,eye_catching
behaviour,behaviours
paradise-like,paradise_like
snaps,snapses
inconvenience,inconvienience
everyone,every_one
condition,conditions
complaints,complains
pick,pluck
attract,attracts
statues,status
see,seen
indebted,indebtness
?living_in,leaving
outbreak,out_break
food-poisoning,food_poisoning
or,nor
lose,loss
even,evenly
die,died
do,were
sick,sik
official,officicial
the,these
schooldays,school_days
